Customer ID,"Avg Monthly Sent Emails
(Jan-Oct)","Avg Monthly Sent Emails 
(Nov-Dec)","Avg Monthly Subscribers
",Email Provider,Avg Monthly Opened Emails,"Avg Mthly Sales $ 
(via Email Campaigns)","Avg Mthly Sales $
(Total)"
2678,117940,"250,033",15133,Third Party Solution,1179.4,"$50,016 ","$1,000,320 "
2679,56913,"125,209",12006,Third Party Solution,1707.39,"$50,033 ","$2,501,650 "
2680,10806,"15,561",7449,Shopify Email,864.48,"$3,687 ","$73,740 "
2681,20151,"39,294",10753,Third Party Solution,201.51,"$10,895 ","$181,583 "
2682,10148,"16,338",7107,Shopify Email,1014.8,"$4,952 ","$165,067 "
2683,11937,"16,712",7039,Shopify Email,716.22,"$2,589 ","$51,780 "
2684,7597,"11,396",6816,Shopify Email,379.85,"$4,708 ","$156,933 "
2685,44070,"96,954",14593,Third Party Solution,1322.1,"$56,759 ","$1,135,180 "
2686,11993,"14,751",6266,Shopify Email,479.72,"$2,143 ","$71,433 "
2687,26792,"48,494",9741,Third Party Solution,803.76,"$48,270 ","$2,413,500 "
2688,64143,"89,159",14754,Shopify Email,3848.58,"$4,567 ","$91,340 "
2689,10130,"18,133",6970,Shopify Email,1013,"$2,171 ","$54,275 "
2690,2862,"3,434",3663,Shopify Email,200.34,"$1,505 ","$37,625 "
2691,28266,"55,401",11612,Third Party Solution,282.66,"$44,960 ","$899,200 "
2692,48304,"102,888",13459,Third Party Solution,966.08,"$59,082 ","$1,969,400 "
2693,13417,"19,186",7240,Shopify Email,1341.7,"$3,336 ","$83,400 "
2694,14520,"21,054",6837,Shopify Email,1452,"$4,759 ","$95,180 "
2695,100880,"221,936",12902,Third Party Solution,3026.4,"$57,752 ","$5,775,200 "
2696,7058,"11,857",7015,Shopify Email,635.22,"$4,854 ","$161,800 "
2697,107927,"228,805",18298,Third Party Solution,3237.81,"$57,490 ","$958,167 "
2698,23712,"44,816",7788,Third Party Solution,711.36,"$24,080 ","$481,600 "
2699,737,884,4179,Shopify Email,58.96,"$1,469 ","$24,483 "
2700,39925,"74,660",10526,Third Party Solution,1197.75,"$45,114 ","$902,280 "
2701,23275,"41,895",10011,Third Party Solution,465.5,"$9,099 ","$181,980 "
2702,49970,"109,434",17745,Third Party Solution,499.7,"$56,403 ","$2,820,150 "
2703,4367,"6,944",7137,Shopify Email,174.68,"$4,374 ","$72,900 "
2704,117997,"248,974",15827,Third Party Solution,2359.94,"$57,848 ","$2,892,400 "
2705,32574,"60,262",7513,Third Party Solution,977.22,"$11,159 ","$371,967 "
2706,4332,"7,234",6417,Shopify Email,173.28,"$3,730 ","$62,167 "
2707,17161,"32,263",8130,Third Party Solution,514.83,"$32,191 ","$536,517 "
2708,14860,"18,724",6069,Shopify Email,891.6,"$4,719 ","$117,975 "
2709,27664,"54,775",11898,Third Party Solution,829.92,"$26,220 ","$1,311,000 "
2710,39101,"75,074",11803,Third Party Solution,782.02,"$41,315 ","$1,377,167 "
2711,7606,"12,094",6937,Shopify Email,380.3,"$2,597 ","$43,283 "
2712,88590,"190,469",12090,Third Party Solution,1771.8,"$53,445 ","$1,336,125 "
2713,64352,"130,635",16110,Third Party Solution,643.52,"$53,562 ","$1,785,400 "
2714,68720,"141,563",19684,Third Party Solution,687.2,"$52,572 ","$5,257,200 "
2715,356,417,1744,Shopify Email,28.48,$704 ,"$23,467 "
2716,13713,"17,004",7128,Shopify Email,548.52,"$4,064 ","$135,467 "
2717,33205,"62,757",8013,Third Party Solution,664.1,"$46,515 ","$1,550,500 "
2718,40124,"79,847",9402,Third Party Solution,802.48,"$9,635 ","$481,750 "
2719,78564,"169,698",14014,Third Party Solution,2356.92,"$51,986 ","$1,732,867 "
2720,3708,"5,784",6856,Shopify Email,259.56,"$2,798 ","$55,960 "
2721,897,"1,058",4101,Shopify Email,71.76,"$1,255 ","$20,917 "
2722,32163,"62,396",9912,Third Party Solution,964.89,"$40,574 ","$676,233 "
2723,25078,"49,654",11795,Third Party Solution,752.34,"$18,376 ","$612,533 "
2724,26857,"53,445",11969,Third Party Solution,537.14,"$24,523 ","$408,717 "
2725,83120,"176,214",17966,Third Party Solution,1662.4,"$53,082 ","$1,769,400 "
2726,20900,"40,128",8886,Third Party Solution,627,"$32,297 ","$807,425 "
2727,54451,"83,310",9480,Shopify Email,3811.57,"$4,474 ","$149,133 "
2728,58330,"78,746",13145,Shopify Email,5833,"$4,205 ","$84,100 "
2729,34353,"64,584",11489,Third Party Solution,1030.59,"$37,961 ","$759,220 "
2730,975,"1,043",4693,Shopify Email,68.25,$19 ,$475 
2731,51196,"76,794",11093,Shopify Email,4095.68,"$4,242 ","$70,700 "
2732,23123,"38,384",7923,Shopify Email,1618.61,"$4,575 ","$152,500 "
2733,22093,"44,186",11669,Third Party Solution,662.79,"$44,869 ","$897,380 "
2734,14752,"25,226",7442,Shopify Email,1180.16,"$2,640 ","$88,000 "
2735,4366,"6,942",7312,Shopify Email,392.94,"$2,609 ","$86,967 "
2736,70238,"152,416",13466,Third Party Solution,1404.76,"$56,211 ","$1,124,220 "
2737,114935,"247,110",16153,Third Party Solution,2298.7,"$58,203 ","$1,940,100 "
2738,5390,"9,594",6387,Shopify Email,323.4,"$2,440 ","$40,667 "
2739,25115,"45,458",8948,Third Party Solution,502.3,"$23,800 ","$396,667 "
2740,13487,"18,882",7092,Shopify Email,674.35,"$2,470 ","$49,400 "
2741,32050,"58,652",9586,Third Party Solution,961.5,"$27,702 ","$923,400 "
2742,2921,"3,155",638,Shopify Email,204.47,$995 ,"$16,583 "
2743,15512,"28,852",11609,Third Party Solution,465.36,"$6,909 ","$115,150 "
2744,15437,"29,948",8430,Third Party Solution,154.37,"$10,352 ","$258,800 "
2745,95147,"204,566",16553,Third Party Solution,1902.94,"$55,373 ","$1,384,325 "
2746,76049,"164,266",13163,Third Party Solution,2281.47,"$56,059 ","$2,802,950 "
2747,40999,"75,028",10009,Third Party Solution,819.98,"$21,217 ","$707,233 "
2748,3289,"4,407",7148,Shopify Email,296.01,"$4,415 ","$147,167 "
2749,28057,"51,905",10355,Third Party Solution,561.14,"$7,663 ","$191,575 "
2750,1410,"1,593",2885,Shopify Email,84.6,$113 ,"$3,767 "
2751,71518,"145,897",19490,Third Party Solution,2145.54,"$57,354 ","$955,900 "
2752,9791,"12,141",6444,Shopify Email,685.37,"$4,774 ","$159,133 "
2753,38736,"56,555",12769,Shopify Email,2711.52,"$3,699 ","$73,980 "
2754,36924,"56,124",13951,Shopify Email,2584.68,"$4,659 ","$155,300 "
2755,60965,"101,812",14570,Shopify Email,3048.25,"$4,175 ","$139,167 "
2756,34817,"45,262",10396,Shopify Email,3481.7,"$4,568 ","$114,200 "
2757,16804,"32,264",11841,Third Party Solution,504.12,"$47,822 ","$1,594,067 "
2758,46503,"64,174",10692,Shopify Email,1860.12,"$3,204 ","$64,080 "
2759,2596,"2,985",4684,Shopify Email,259.6,$96 ,"$3,200 "
2760,5324,"8,518",6137,Shopify Email,266.2,"$3,126 ","$62,520 "
2761,3764,"5,044",7352,Shopify Email,301.12,"$3,066 ","$61,320 "
2762,13103,"15,724",6900,Shopify Email,524.12,"$4,576 ","$91,520 "
2763,2036,"2,158",3418,Shopify Email,142.52,$474 ,"$9,480 "
2764,32258,"59,355",9603,Third Party Solution,967.74,"$17,980 ","$359,600 "
2765,25721,"51,442",11706,Third Party Solution,514.42,"$21,344 ","$355,733 "
2766,25030,"49,309",10902,Third Party Solution,750.9,"$17,658 ","$353,160 "
2767,27303,"54,333",11570,Third Party Solution,819.09,"$10,240 ","$512,000 "
2768,35446,"65,575",10108,Third Party Solution,708.92,"$21,780 ","$1,089,000 "
2769,39307,"75,076",11533,Third Party Solution,786.14,"$18,050 ","$451,250 "
2770,107159,"221,819",15478,Third Party Solution,2143.18,"$50,526 ","$5,052,600 "
2771,27660,"52,277",11027,Third Party Solution,276.6,"$7,441 ","$186,025 "
2772,23424,"42,632",11202,Third Party Solution,468.48,"$25,764 ","$858,800 "
2773,24806,"45,147",11053,Third Party Solution,496.12,"$16,446 ","$822,300 "
2774,61734,"135,197",16937,Third Party Solution,1852.02,"$55,692 ","$1,392,300 "
2775,110169,"242,372",16340,Third Party Solution,3305.07,"$57,134 ","$1,428,350 "
2776,58846,"81,796",11397,Shopify Email,5884.6,"$3,284 ","$109,467 "
2777,40979,"81,548",9284,Third Party Solution,409.79,"$19,046 ","$634,867 "
2778,10757,"15,490",7006,Shopify Email,1075.7,"$2,587 ","$43,117 "
2779,68717,"143,619",14520,Third Party Solution,1374.34,"$50,456 ","$840,933 "
2780,28024,"51,004",8416,Third Party Solution,840.72,"$41,561 ","$1,385,367 "
2781,26852,"48,334",8701,Third Party Solution,537.04,"$43,717 ","$1,457,233 "
2782,18461,"33,414",9223,Third Party Solution,553.83,"$19,668 ","$491,700 "
2783,22588,"44,724",9819,Third Party Solution,451.76,"$9,842 ","$328,067 "
2784,104138,"214,524",12223,Third Party Solution,1041.38,"$55,974 ","$1,399,350 "
2785,69861,"152,297",16330,Third Party Solution,2095.83,"$51,832 ","$863,867 "
2786,34389,"63,276",10613,Third Party Solution,1031.67,"$23,959 ","$479,180 "
2787,8686,"15,461",6824,Shopify Email,347.44,"$3,539 ","$70,780 "
2788,31221,"62,130",10835,Third Party Solution,624.42,"$37,708 ","$754,160 "
2789,7545,"9,129",7342,Shopify Email,679.05,"$2,843 ","$71,075 "
2790,18691,"33,831",8955,Third Party Solution,373.82,"$11,818 ","$590,900 "
2791,63084,"87,687",9573,Shopify Email,2523.36,"$2,405 ","$80,167 "
2792,59163,"126,017",12886,Third Party Solution,1183.26,"$52,490 ","$874,833 "
2793,105727,"229,428",16466,Third Party Solution,2114.54,"$58,111 ","$1,162,220 "
2794,11551,"16,402",6481,Shopify Email,577.55,"$2,571 ","$42,850 "
2795,15592,"31,028",8527,Third Party Solution,311.84,"$20,191 ","$673,033 "
2796,68833,"143,173",12728,Third Party Solution,1376.66,"$57,688 ","$1,153,760 "
2797,3713,"4,938",6653,Shopify Email,222.78,"$4,287 ","$142,900 "
2798,19451,"35,790",11009,Third Party Solution,583.53,"$46,357 ","$927,140 "
2799,2521,"2,975",5457,Shopify Email,201.68,$157 ,"$3,925 "
2800,55362,"112,938",16982,Third Party Solution,553.62,"$55,588 ","$5,558,800 "
2801,7728,"9,505",7427,Shopify Email,386.4,"$4,266 ","$106,650 "
2802,13044,"20,349",6062,Shopify Email,1304.4,"$2,161 ","$72,033 "
2803,33450,"61,883",10204,Third Party Solution,669,"$46,112 ","$2,305,600 "
2804,19771,"35,588",8002,Third Party Solution,197.71,"$34,770 ","$1,159,000 "
2805,30199,"54,358",8925,Third Party Solution,301.99,"$49,404 ","$1,646,800 "
2806,4132,"5,082",6795,Shopify Email,371.88,"$2,868 ","$57,360 "
2807,37997,"69,155",9681,Third Party Solution,379.97,"$31,521 ","$788,025 "
2808,1444,"1,516",1731,Shopify Email,144.4,"$1,728 ","$43,200 "
2809,48666,"94,412",10584,Shopify Email,3406.62,"$3,382 ","$67,640 "
2810,4525,"6,788",6063,Shopify Email,181,"$4,573 ","$91,460 "
2811,101,121,5838,Shopify Email,10.1,$936 ,"$31,200 "
2812,30580,"60,854",8935,Third Party Solution,917.4,"$34,597 ","$576,617 "
2813,44578,"96,288",12558,Third Party Solution,1337.34,"$58,550 ","$5,855,000 "
2814,26548,"32,123",10888,Shopify Email,1327.4,"$4,861 ","$162,033 "
2815,21454,"42,050",11012,Third Party Solution,643.62,"$38,168 ","$954,200 "
2816,99425,"200,839",14782,Third Party Solution,1988.5,"$53,957 ","$2,697,850 "
2817,11800,"14,278",6144,Shopify Email,1062,"$4,889 ","$81,483 "
2818,89655,"180,207",17671,Third Party Solution,2689.65,"$59,520 ","$1,488,000 "
2819,2702,"3,053",5636,Shopify Email,108.08,$480 ,"$8,000 "
2820,52669,"108,498",15041,Third Party Solution,1053.38,"$50,370 ","$839,500 "
2821,66425,"89,674",13882,Shopify Email,6642.5,"$4,452 ","$74,200 "
2822,2372,"2,823",2118,Shopify Email,118.6,$538 ,"$17,933 "
2823,118664,"240,888",15591,Third Party Solution,3559.92,"$59,030 ","$5,903,000 "
2824,96286,"199,312",19000,Third Party Solution,1925.72,"$55,188 ","$5,518,800 "
2825,331,397,5134,Shopify Email,23.17,$961 ,"$16,017 "
2826,28038,"53,272",11617,Third Party Solution,280.38,"$37,428 ","$748,560 "
2827,10654,"13,957",7449,Shopify Email,958.86,"$4,891 ","$97,820 "
2828,26148,"48,374",10822,Third Party Solution,261.48,"$13,755 ","$229,250 "
2829,31925,"62,892",9247,Third Party Solution,319.25,"$20,767 ","$692,233 "
2830,9967,"15,848",7130,Shopify Email,996.7,"$4,136 ","$137,867 "
2831,76464,"155,222",12024,Third Party Solution,764.64,"$56,849 ","$1,136,980 "
2832,16587,"32,842",10151,Third Party Solution,165.87,"$16,829 ","$560,967 "
2833,114047,"240,639",16289,Third Party Solution,1140.47,"$50,261 ","$1,256,525 "
2834,40241,"63,581",13073,Shopify Email,2414.46,"$3,109 ","$103,633 "
2835,39244,"74,956",9934,Third Party Solution,392.44,"$42,795 ","$1,426,500 "
2836,11852,"17,304",6935,Shopify Email,592.6,"$3,963 ","$66,050 "
2837,65596,"137,096",18322,Third Party Solution,1967.88,"$50,647 ","$2,532,350 "
2838,22787,"45,346",10767,Third Party Solution,683.61,"$44,299 ","$1,107,475 "
2839,11109,"16,219",6797,Shopify Email,444.36,"$3,865 ","$77,300 "
2840,4626,"5,875",7286,Shopify Email,185.04,"$2,890 ","$72,250 "
2841,24550,"47,627",7834,Third Party Solution,245.5,"$28,253 ","$470,883 "
2842,12267,"19,137",6368,Shopify Email,1104.03,"$2,189 ","$72,967 "
2843,78103,"170,265",19307,Third Party Solution,1562.06,"$57,698 ","$1,442,450 "
2844,112154,"236,645",18585,Third Party Solution,1121.54,"$50,973 ","$1,019,460 "
2845,65914,"132,487",12198,Third Party Solution,659.14,"$58,947 ","$1,178,940 "
2846,25910,"47,415",9981,Third Party Solution,259.1,"$17,306 ","$432,650 "
2847,1687,"1,974",5073,Shopify Email,118.09,$488 ,"$8,133 "
2848,7664,"13,412",7425,Shopify Email,689.76,"$3,103 ","$62,060 "
2849,23221,"46,442",7528,Third Party Solution,464.42,"$7,736 ","$193,400 "
2850,83478,"175,304",16375,Third Party Solution,1669.56,"$53,482 ","$5,348,200 "
2851,939,"1,052",216,Shopify Email,65.73,$976 ,"$19,520 "
2852,14289,"17,147",6518,Shopify Email,571.56,"$3,260 ","$65,200 "
2853,24015,"46,829",8780,Third Party Solution,480.3,"$10,366 ","$345,533 "
2854,21443,"40,313",11364,Third Party Solution,214.43,"$40,053 ","$1,001,325 "
2855,4301,"5,376",6606,Shopify Email,430.1,"$3,768 ","$75,360 "
2856,41235,"78,347",8722,Third Party Solution,1237.05,"$35,003 ","$700,060 "
2857,26390,"51,724",9648,Third Party Solution,263.9,"$9,412 ","$235,300 "
2858,21524,"38,958",8998,Third Party Solution,645.72,"$35,376 ","$1,179,200 "
2859,105936,"213,991",15499,Third Party Solution,1059.36,"$58,670 ","$1,955,667 "
2860,65026,"132,653",12145,Third Party Solution,1300.52,"$56,719 ","$1,890,633 "
2861,65895,"133,108",13367,Third Party Solution,658.95,"$55,085 ","$1,101,700 "
2862,59230,"125,568",15042,Third Party Solution,1776.9,"$52,003 ","$1,300,075 "
2863,27341,"51,128",9534,Third Party Solution,273.41,"$35,268 ","$881,700 "
2864,40316,"60,474",14384,Shopify Email,4031.6,"$3,044 ","$76,100 "
2865,40834,"77,176",9288,Third Party Solution,816.68,"$40,694 ","$1,017,350 "
2866,34502,"66,934",10515,Third Party Solution,345.02,"$22,470 ","$449,400 "
2867,31345,"56,421",9519,Third Party Solution,626.9,"$12,664 ","$316,600 "
2868,96684,"210,771",16235,Third Party Solution,1933.68,"$59,374 ","$1,979,133 "
2869,1877,"2,083",4604,Shopify Email,75.08,"$1,668 ","$33,360 "
2870,10188,"14,976",6235,Shopify Email,407.52,"$3,612 ","$60,200 "
2871,28762,"57,236",8608,Third Party Solution,862.86,"$33,957 ","$1,131,900 "
2872,29102,"57,040",8390,Third Party Solution,291.02,"$21,089 ","$351,483 "
2873,9253,"13,787",6458,Shopify Email,462.65,"$2,213 ","$73,767 "
2874,28220,"36,686",13138,Shopify Email,1693.2,"$3,787 ","$94,675 "
2875,63933,"128,505",17839,Third Party Solution,1917.99,"$55,005 ","$1,100,100 "
2876,28824,"54,189",11704,Third Party Solution,576.48,"$41,999 ","$699,983 "
2877,80867,"175,481",12775,Third Party Solution,808.67,"$57,112 ","$2,855,600 "
2878,116175,"248,615",14696,Third Party Solution,1161.75,"$52,885 ","$881,417 "
2879,29828,"55,182",11300,Third Party Solution,298.28,"$12,362 ","$412,067 "
2880,6060,"8,120",6503,Shopify Email,303,"$2,790 ","$55,800 "
2881,2890,"3,063",5514,Shopify Email,289,$13 ,$217 
2882,106659,"226,117",19760,Third Party Solution,1066.59,"$59,445 ","$5,944,500 "
2883,8398,"11,925",6150,Shopify Email,587.86,"$3,927 ","$130,900 "
2884,5728,"9,108",6221,Shopify Email,286.4,"$3,198 ","$106,600 "
2885,64157,"124,465",11314,Shopify Email,5774.13,"$2,031 ","$67,700 "
2886,43365,"71,552",9755,Shopify Email,3035.55,"$4,481 ","$89,620 "
2887,18733,"36,717",8160,Third Party Solution,561.99,"$36,053 ","$721,060 "
2888,80794,"168,052",14966,Third Party Solution,1615.88,"$55,485 ","$924,750 "
2889,8822,"12,351",6096,Shopify Email,793.98,"$4,503 ","$150,100 "
2890,105840,"227,556",16780,Third Party Solution,2116.8,"$58,958 ","$982,633 "
2891,22156,"44,312",8018,Third Party Solution,664.68,"$33,256 ","$1,662,800 "
2892,81954,"178,660",19630,Third Party Solution,819.54,"$55,503 ","$2,775,150 "
2893,17581,"32,701",8612,Third Party Solution,351.62,"$31,244 ","$781,100 "
2894,23006,"41,641",7785,Third Party Solution,460.12,"$30,430 ","$1,521,500 "
2895,706,770,4789,Shopify Email,56.48,"$1,965 ","$65,500 "
2896,3424,"5,718",6440,Shopify Email,205.44,"$2,003 ","$33,383 "
2897,6276,"11,109",6960,Shopify Email,564.84,"$2,639 ","$52,780 "
2898,66256,"136,487",12200,Third Party Solution,1987.68,"$59,835 ","$5,983,500 "
2899,31582,"62,532",9530,Third Party Solution,631.64,"$24,989 ","$1,249,450 "
2900,32604,"64,882",7674,Third Party Solution,978.12,"$23,368 ","$389,467 "
2901,65736,"133,444",12022,Third Party Solution,657.36,"$54,523 ","$1,090,460 "
2902,28201,"52,736",7714,Third Party Solution,846.03,"$9,060 ","$302,000 "
2903,4350,"7,830",6087,Shopify Email,391.5,"$3,544 ","$118,133 "
2904,17977,"34,336",8221,Third Party Solution,179.77,"$21,009 ","$700,300 "
2905,4959,"8,877",6138,Shopify Email,247.95,"$2,439 ","$48,780 "
2906,102719,"212,628",19698,Third Party Solution,3081.57,"$57,271 ","$1,431,775 "
2907,4273,"7,606",7212,Shopify Email,213.65,"$4,258 ","$141,933 "
2908,57789,"107,488",11196,Shopify Email,2311.56,"$3,323 ","$110,767 "
2909,12476,"18,215",6565,Shopify Email,748.56,"$3,952 ","$79,040 "
2910,5160,"8,669",6783,Shopify Email,258,"$4,282 ","$85,640 "
2911,113480,"237,173",15211,Third Party Solution,3404.4,"$59,899 ","$998,317 "
2912,78247,"172,143",19923,Third Party Solution,782.47,"$57,517 ","$958,617 "
2913,6015,"10,586",7070,Shopify Email,300.75,"$4,148 ","$138,267 "
2914,10348,"17,592",7295,Shopify Email,827.84,"$4,748 ","$158,267 "
2915,30095,"59,287",7575,Third Party Solution,902.85,"$46,102 ","$2,305,100 "
2916,51148,"89,509",8950,Shopify Email,2557.4,"$3,013 ","$75,325 "
2917,47774,"99,848",16804,Third Party Solution,1433.22,"$53,621 ","$2,681,050 "
2918,25011,"49,272",10624,Third Party Solution,500.22,"$19,765 ","$395,300 "
2919,36477,"66,388",9670,Third Party Solution,364.77,"$9,020 ","$225,500 "
2920,17171,"31,251",10799,Third Party Solution,171.71,"$15,468 ","$386,700 "
2921,51803,"95,318",9207,Shopify Email,2072.12,"$2,115 ","$42,300 "
2922,116054,"241,392",17766,Third Party Solution,1160.54,"$52,895 ","$1,322,375 "
2923,45978,"99,772",13349,Third Party Solution,459.78,"$55,132 ","$2,756,600 "
2924,8643,"10,890",6515,Shopify Email,691.44,"$4,973 ","$99,460 "
2925,41722,"80,106",10966,Third Party Solution,417.22,"$37,941 ","$632,350 "
2926,8929,"11,608",7467,Shopify Email,892.9,"$4,590 ","$91,800 "
2927,49716,"103,906",14174,Third Party Solution,1491.48,"$59,235 ","$5,923,500 "
2928,20525,"41,050",11900,Third Party Solution,410.5,"$16,133 ","$403,325 "
2929,83965,"176,327",14939,Third Party Solution,1679.3,"$53,469 ","$2,673,450 "
2930,19719,"28,198",8770,Shopify Email,1774.71,"$4,934 ","$82,233 "
2931,1256,"1,394",1614,Shopify Email,75.36,"$1,167 ","$29,175 "
2932,31573,"61,252",9333,Third Party Solution,631.46,"$31,434 ","$628,680 "
2933,36269,"69,999",8302,Third Party Solution,362.69,"$29,627 ","$1,481,350 "
2934,10397,"18,403",7087,Shopify Email,727.79,"$4,699 ","$93,980 "
2935,24140,"48,039",11660,Third Party Solution,724.2,"$26,392 ","$1,319,600 "
2936,29105,"56,755",8811,Third Party Solution,291.05,"$11,110 ","$555,500 "
2937,2484,"2,782",2359,Shopify Email,223.56,$495 ,"$12,375 "
2938,2139,"2,417",317,Shopify Email,213.9,"$1,487 ","$37,175 "
2939,117685,"247,139",12974,Third Party Solution,2353.7,"$58,657 ","$1,955,233 "
2940,68707,"127,108",10306,Shopify Email,6183.63,"$4,313 ","$71,883 "
2941,17575,"28,823",8297,Shopify Email,1581.75,"$2,491 ","$62,275 "
2942,21655,"42,660",11737,Third Party Solution,649.65,"$49,581 ","$1,239,525 "
2943,57036,"123,768",15049,Third Party Solution,1140.72,"$52,246 ","$1,306,150 "
2944,21928,"41,225",8083,Shopify Email,1096.4,"$3,328 ","$110,933 "
2945,31429,"56,886",9656,Third Party Solution,628.58,"$32,997 ","$1,099,900 "
2946,30884,"39,223",11898,Shopify Email,2470.72,"$4,875 ","$162,500 "
2947,67337,"97,639",13647,Shopify Email,3366.85,"$3,385 ","$84,625 "
2948,61239,"134,113",18562,Third Party Solution,612.39,"$52,996 ","$1,324,900 "
2949,34642,"64,088",11935,Third Party Solution,1039.26,"$44,154 ","$1,471,800 "
2950,32560,"46,886",14240,Shopify Email,3256,"$3,345 ","$111,500 "
2951,27957,"55,355",9810,Third Party Solution,559.14,"$40,213 ","$1,005,325 "
2952,10904,"16,247",6132,Shopify Email,436.16,"$2,159 ","$53,975 "
2953,13928,"17,828",6814,Shopify Email,1114.24,"$3,263 ","$65,260 "
2954,16138,"29,533",10882,Third Party Solution,322.76,"$24,876 ","$621,900 "
2955,28119,"55,113",10381,Third Party Solution,843.57,"$39,932 ","$998,300 "
2956,87241,"186,696",17311,Third Party Solution,2617.23,"$58,760 ","$1,958,667 "
2957,75825,"158,474",12657,Third Party Solution,758.25,"$56,750 ","$1,891,667 "
2958,4752,"8,554",6203,Shopify Email,237.6,"$3,782 ","$126,067 "
2959,31565,"57,133",7756,Third Party Solution,315.65,"$11,057 ","$552,850 "
2960,33705,"63,365",7642,Third Party Solution,674.1,"$32,623 ","$1,087,433 "
2961,3281,"5,086",7243,Shopify Email,164.05,"$2,407 ","$48,140 "
2962,95579,"193,070",16013,Third Party Solution,2867.37,"$51,279 ","$854,650 "
2963,1775,"1,935",404,Shopify Email,88.75,$115 ,"$3,833 "
2964,35249,"65,916",7557,Third Party Solution,704.98,"$27,588 ","$551,760 "
2965,24014,"31,698",14987,Shopify Email,2401.4,"$3,763 ","$75,260 "
2966,92747,"196,624",15187,Third Party Solution,2782.41,"$59,849 ","$1,196,980 "
2967,46618,"96,033",14740,Third Party Solution,1398.54,"$56,242 ","$2,812,100 "
2968,19595,"37,231",11496,Third Party Solution,587.85,"$31,361 ","$1,045,367 "
2969,4185,"5,901",6728,Shopify Email,251.1,"$3,861 ","$128,700 "
2970,2490,"2,938",1775,Shopify Email,199.2,"$1,172 ","$29,300 "
2971,27081,"53,620",11799,Third Party Solution,270.81,"$14,843 ","$742,150 "
2972,7790,"13,243",6426,Shopify Email,779,"$4,616 ","$92,320 "
2973,2371,"2,798",2369,Shopify Email,189.68,"$1,714 ","$28,567 "
2974,15017,"27,331",9436,Third Party Solution,450.51,"$36,926 ","$615,433 "
2975,1595,"1,898",1059,Shopify Email,63.8,$657 ,"$16,425 "
2976,28665,"53,030",7691,Third Party Solution,286.65,"$46,804 ","$1,560,133 "
2977,1222,"1,320",5326,Shopify Email,48.88,"$1,952 ","$65,067 "
2978,53031,"108,714",12754,Third Party Solution,530.31,"$54,124 ","$902,067 "
2979,55400,"68,696",13824,Shopify Email,2216,"$4,909 ","$81,817 "
2980,88353,"187,308",18647,Third Party Solution,883.53,"$54,652 ","$5,465,200 "
2981,4604,"7,090",6653,Shopify Email,460.4,"$2,997 ","$99,900 "
2982,66416,"143,459",14188,Third Party Solution,664.16,"$59,674 ","$1,491,850 "
2983,38060,"71,553",10720,Third Party Solution,761.2,"$15,753 ","$262,550 "
2984,114308,"236,618",12759,Third Party Solution,3429.24,"$50,021 ","$833,683 "
2985,1794,"1,973",3809,Shopify Email,143.52,$776 ,"$19,400 "
2986,72723,"157,809",18069,Third Party Solution,727.23,"$54,275 ","$1,809,167 "
2987,23847,"46,025",11181,Third Party Solution,715.41,"$33,503 ","$558,383 "
2988,9570,"13,494",6593,Shopify Email,669.9,"$2,364 ","$78,800 "
2989,64498,"136,736",14194,Third Party Solution,1289.96,"$54,492 ","$5,449,200 "
2990,17780,"34,671",8001,Third Party Solution,177.8,"$7,278 ","$363,900 "
2991,5868,"7,804",7210,Shopify Email,469.44,"$3,986 ","$132,867 "
2992,20995,"40,730",8911,Third Party Solution,629.85,"$32,623 ","$652,460 "
2993,106306,"230,684",14028,Third Party Solution,3189.18,"$50,958 ","$1,273,950 "
2994,265,281,3129,Shopify Email,23.85,$411 ,"$13,700 "
2995,29038,"54,882",9536,Third Party Solution,871.14,"$8,408 ","$168,160 "
2996,79789,"172,344",12190,Third Party Solution,797.89,"$53,081 ","$2,654,050 "
2997,61099,"99,591",11856,Shopify Email,5498.91,"$3,094 ","$51,567 "
2998,17128,"33,571",7997,Third Party Solution,513.84,"$16,392 ","$546,400 "
2999,30373,"55,583",10106,Third Party Solution,911.19,"$30,269 ","$504,483 "
3000,118796,"257,787",16093,Third Party Solution,1187.96,"$51,069 ","$1,021,380 "
3001,25119,"50,238",9722,Third Party Solution,502.38,"$24,585 ","$819,500 "
3002,82164,"165,150",19211,Third Party Solution,2464.92,"$54,172 ","$902,867 "
3003,23007,"45,784",10728,Third Party Solution,230.07,"$43,913 ","$1,463,767 "
3004,36902,"66,793",11674,Third Party Solution,369.02,"$33,530 ","$1,117,667 "
3005,15729,"28,627",11746,Third Party Solution,157.29,"$48,082 ","$2,404,100 "
3006,35015,"65,478",8586,Third Party Solution,700.3,"$9,924 ","$248,100 "
3007,37619,"71,852",8243,Third Party Solution,1128.57,"$43,728 ","$1,093,200 "
3008,645,684,3738,Shopify Email,25.8,$731 ,"$14,620 "
3009,83670,"174,034",13260,Third Party Solution,1673.4,"$58,688 ","$2,934,400 "
3010,54850,"114,637",12676,Third Party Solution,548.5,"$58,672 ","$1,955,733 "
3011,13540,"18,414",6595,Shopify Email,812.4,"$2,167 ","$43,340 "
3012,13260,"16,973",6024,Shopify Email,530.4,"$4,403 ","$73,383 "
3013,2823,"2,964",4183,Shopify Email,254.07,"$1,565 ","$39,125 "
